lat,longi,address,typeOf,classOf
-23.588924,-46.580156,"ZELINA,AV,322",CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,SAUDE MENTAL
-23.507339,-46.586069,"ALBERTO BYINGTON,AV,526",CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,SAUDE MENTAL
-23.554624,-46.536488,"BOICININGA,R,31",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.544807,-46.416369,"SERRA DO MAR,R,56",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.474897,-46.691868,"AUGUSTO DO AMARAL,DR,R,222",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.581818,-46.718646,"OSCAR PINHEIRO COELHO,R, 287",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.719216,-46.692123,"MARIA APARECIDA ANACLETO,R., 448",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.486085,-46.654849,"FERREIRA DE ALMEIDA,R,22",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.69419,-46.658327,"CONCEICAO DA BOA VIAGEM,R,216",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.583288,-46.418253,"JUA MIRIM,R,366",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.505492,-46.487859,"BOTURUSSU,AV,168",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.58731,-46.683984,"HORACIO LAFER,AV,590",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.50432,-46.428686,"CEMBIRA,R,992",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.561245,-46.653852,"ITAPEVA,R,700",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.54115,-46.45511,"PORTO XAVIER,R,57",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.643558,-46.638093,"GETULIO VARGAS,R,27",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.462153,-46.585248,"PAULO LINCOLN DO VALLE PONTIN,R,323",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.664866,-46.762165,"GUTEMBERG JOSE FERREIRA,R,50",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.521995,-46.700748,"ROMA, R,446",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.650091,-46.715338,"PAULA CRUZ,R,71",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.485813,-46.629255,"LUIS LUSTOSA DA SILVA,DR,R,369",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.681962,-46.766519,"ERNESTO PASQUALUCCI,R,52",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.617574,-46.718678,"SILVEIRA SAMPAIO,R,660",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.828021,-46.723624,"TEREZINHA DO PRADO OLIVEIRA,R,100",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.531684,-46.665042,"CANDIDO ESPINHEIRA,R,616",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.485951,-46.72349,"RAIMUNDO PEREIRA DE MAGALHAES,AV,5214",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.49409,-46.713261,"URUTINGA,R,90",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.595951,-46.490336,"CLOVIS MONTEIRO CARVALHO JR,R,22",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.49288,-46.446356,"OTAVIO DE ROSA,R,37",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.611267,-46.492813,"JOAO LOPES DE LIMA,R,1151",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.550525,-46.627859,"FREDERICO ALVARENGA,R,259",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.534594,-46.535911,"ANTONIO LINDORO DA SILVA,R,295",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.586491,-46.579713,"SANTA HELENA,PCA,56",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.581727,-46.610841,"GON�?�ALO PEDROSA,R, 105",CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,SAUDE MENTAL
-23.457675,-46.650227,"RODRIGUES SETTE, DES,R,111",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.749142,-46.711828,"LUIZ ROTTA,R., 300",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.635551,-46.773557,"DOMINGOS BICUDO, R., 385",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.495917,-46.726732,"LINO PINTO DOS SANTOS,R,203",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.550525,-46.627859,"FREDERICO ALVARENGA,R,259,5A",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.523893,-46.63395,"R. PRATES, 1101",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.485996,-46.479882,"JO+O ANTONIO ANDRADE,R, 804",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.469045,-46.692037,"OLINTO FRAGA MOREIRA,R,275",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.54389,-46.412961,"FRANCISCO PINHEIRO,PROF,R,139",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.525834,-46.459048,"CORRE CORRE,R,30",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.637082,-46.639499,"JAPURA,DE,BR,PCA,01",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.714094,-46.778881,"FLORIANO ALVARO, CORONEL,R,500",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.500976,-46.396925,"VALENTE DE NOVAIS,R,51",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.548479,-46.596105,"JAIBARAS,R,251",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.5262,-46.550021,"NOSSA SENHORA DA PENHA,PCA,55",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.560595,-46.700095,"NICOLAU GAGLIARDI,R,439",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.598484,-46.644829,"OTONIS,DOS,R,887",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.595968,-46.640242,"FRANCISCO DE CASTRO,PROF,R,92",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.498231,-46.453483,"TAIUVINHA,R,20",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.5982,-46.598275,"GRITO,DO,R,635",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.498445,-46.622463,"SARAIVA,CONS,R,411",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.63361,-46.690748,"BELA VISTA,R,269",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.598994,-46.486194,"JOAQUIM GOUVEIA FRANCO,R,150",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.59544,-46.516062,"DAS ESTERLINAS,R,124",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.531887,-46.636637,"PRATES,R,165",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.633112,-46.588591,"COLOMBO FLORENCE,R,241",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.544958,-46.691373,"HEITOR PENTEADO,R,1448",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.62708,-46.646378,"CECI,AV,2101",CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SAUDE MENTAL
-23.63287,-46.775798,"AROLDO DE AZEVEDO, R., 38",CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL,SAUDE MENTAL
-23.568023,-46.409444,"GUILHERME DE ABREU SOBRE,DR,R,485",CENTRO DE ATENCAO SAUDE SEXUAL REPRODUTIVA,AMBULATORIOS ESPECIALIZADOS
-23.511365,-46.626755,"EUL-LIA,STA,R,86",CENTRO DE CONTROLE DE ZOONOSES - CCZ,VIGILANCIA EM SAUDE
-23.636919,-46.779268,"CARLOS LACERDA,AV,678",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.434214,-46.727794,"ESTRADA DE TAIPAS - PQ PINHEIRINHO D'AGUA, 2100",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.506374,-46.42854,"CEMBIRA,R,1201",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.529927,-46.676564,"SUMARE,AV,67",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.499639,-46.47122,"RODRIGO DE BRUNN,AL,36",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.476225,-46.703023,"ANTONIO GENELE,R,30",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.712608,-46.709333,"ROBERT KENEDY,AV.,5300",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.462775,-46.584854,"PAULO LINCOLN DO VALLE PONTIN,R,241",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.548787,-46.484515,"NICOLAU DA FONSECA,IRMAO,R,33",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.550412,-46.597303,"TAQUARI,R,549",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.404123,-46.739525,"FIORELLI PECCICACO,R,510",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.665967,-46.717141,"GUARAPIRANGA,DE,ESTR,575",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.590708,-46.654834,"IV CENTENARIO, AV,PORT+O 5,S/N",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.578971,-46.725965,"PEDRO PECCININI,R,88",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.552507,-46.442895,"MURMURIOS DA TARDE,R,211",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.501486,-46.374704,"TIMOTEO CORREIA GOES,R,100",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.501133,-46.735804,"PEDRO SERNAGIOTTI,R,125",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.65442,-46.71279,"JOSE MARIA,PE,R, 555",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.665295,-46.774481,"JASMIM DA BEIRADA,TRAV,71",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.639917,-46.637343,"LUSSANVIRA,R,178",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.583419,-46.568666,"FRANCISCO FALCONI,R,100",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.51396,-46.597437,"SAO QUIRINO,R,905",CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),SAUDE MENTAL
-23.590086,-46.489371,"MATEO BEI,R,838",CENTRO DE DIAGNOSTICO POR IMAGEM,APOIO DIAGNOSTICO
-23.550525,-46.627859,"FREDERICO ALVARENGA,R,259",CENTRO DE DIAGNOSTICO POR IMAGEM,APOIO DIAGNOSTICO
-23.556468,-46.641553,"HUMAITA,R,520",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.552513,-46.524187,"JACI BARBOSA,DR,R,280",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.586132,-46.731959,"JOAO GUERRA,R,247",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.637524,-46.74938,"FRANCISCO SOARES,R,81",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.508739,-46.663551,"MOURAO VIEIRA,R,11",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.64957,-46.698555,"MINISTRO ROBERTO CARDOSO ALVES, R, 386",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.600739,-46.398526,"FERNANDO GANGA,R,14",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.494467,-46.473835,"JOSE GOES NOGUEIRA,R,70",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.472919,-46.684432,"RUI DE MORAIS APOCALIPSE,R,2",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.557468,-46.412487,"MACABU,R,35",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.587114,-46.608202,"XAVIER DE ALMEIDA,R,210",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.553169,-46.434612,"ANDREAS AMON,R,150",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.651657,-46.63756,"ARMANDO DE ARRUDA PEREIRA,AV,ENG.2944",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.502852,-46.631123,"BRAS LEME,AV,2945",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.534717,-46.686772,"COTOXO,R,1000",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.656634,-46.755453,"MANUEL BORDALO PINHEIRO,R,100",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.755005,-46.685595,"SAO CAETANO DO SUL,R,381",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.570175,-46.575142,"FAROL PAULISTANO,R,410",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.83697,-46.731417,"ESTRADA ENGENHEIRO MARSILAC,1047",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.53458,-46.532366,"EDGAR GARCIA VIEIRA,R,DR,130",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.488618,-46.758672,"MARCELA ALVES DE CASSIA,R,175",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.630863,-46.457302,"BANDEIRA DO ARACAMBI,S/N",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.496401,-46.440474,"ANTONIO GAMA DE CERQUEIRA, PROF,R,347",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.697063,-46.670222,"ALVARENGA,ESTR,257",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.515717,-46.605055,"JOAO VENTURA BATISTA,R,615",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.628113,-46.645846,"CECI,AV,2235",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.611267,-46.492813,"JOAO LOPES DE LIMA,R,1151",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.58405,-46.60255,"LINO COUTINHO,R,141",CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,AMBULATORIOS ESPECIALIZADOS
-23.628795,-46.735219,"JANDIATUBA,R,200",CENTRO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.622646,-46.750982,"GUARAMEMBE,R,589",CENTRO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.48273,-46.46616,"UM, R., 32",CENTRO DE RECUPERA�?�AO E EDUCACAO NUTRICIONAL,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.607482,-46.639808,"DAS AZALEIAS, R., 244",CENTRO DE RECUPERA�?�AO E EDUCACAO NUTRICIONAL,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.543325,-46.408524,"COSME DEODATO TADEU,PROF,R,136",CENTRO DE REFERENCIA,AMBULATORIOS ESPECIALIZADOS
-23.521099,-46.65868,"ABRAHAO RIBEIRO,283",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.521099,-46.65868,"ABRAHAO RIBEIRO,283",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.728292,-46.71167,"CASSIO DE CAMPOS NOGUEIRA, R, 340",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.552949,-46.673086,"ARNALDO,DR,AV,925",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.568005,-46.716265,"VITAL BRASIL,AV,1490",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.564196,-46.697386,"FERREIRA DE ARAUJO,R,789",CENTRO DE SAUDE,UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-23.602665,-46.404329,"LUIS BORDESE,R,96",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.550412,-46.597303,"TAQUARI,R,549",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.543696,-46.415883,"CENTRALINA,R,168",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.54783,-46.636628,"LIBERO BADARO,R,144",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.485737,-46.727344,"FELIPE PINEL,AV,DR,12",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.639704,-46.760654,"FRANCISCO ANTUNES MEIRA,R,255",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.495572,-46.437232,"MANUEL OSORIO,ENG,AV,1517",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.651755,-46.70331,"GABRIEL NETUZE PERES,PROM,R,159",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.590088,-46.489373,"MATEO BEI,R,838",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.500937,-46.396836,"VALENTE DE NOVAIS,R,9",CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,UNIDADES DST/AIDS
-23.628113,-46.645846,"CECI,AV,2235",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.482098,-46.612505,"NOVA CANTAREIRA,AV,1476",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.511853,-46.408536,"CRESCENTE, R., 97",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.511806,-46.406454,"SETE ESTRELAS, R., 486",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.52648,-46.54965,"NOSSA SENHORA DA PENHA, PCA, 56",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.54578,-46.57545,"PRA�?�A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.598225,-46.494531,"ENGENHO NOVO, AV., 82",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.58187,-46.58223,"PCA CENTENARIO DE VILA PRUDENTE, 108",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.612127,-46.492463,"JOAO LOPES DE LIMA, R., 1151",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.587216,-46.608259,"XAVIER DE ALMEIDA, R., 210",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.496232,-46.440349,"PROFESSOR ANTONIO GAMA DE CERQUEIRA, R., 347",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.695249,-46.65946,"CORREGO AZUL,R,433",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.503328,-46.385059,"BOIGUACU,R,51",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.655166,-46.770652,"GASTAO RAUL DE FOURTON BOUSQUET,R,377",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.557468,-46.412487,"MACABU,R,35",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.691954,-46.761374,"ALEXANDRINA M DE LIMA,AV,S/N",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.628839,-46.683914,"VICENTE RAO,R,429",CENTRO ESPECIALIZADO EM REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.489709,-46.694171,"ITABERABA,AV,1377",CENTRO REFERENCIA  DST/AIDS,UNIDADES DST/AIDS
-23.5262,-46.550021,"NOSSA SENHORA DA PENHA,PCA, 55",CENTRO REFERENCIA  DST/AIDS,UNIDADES DST/AIDS
-23.656083,-46.700494,"CARLOS GOMES,R,695",CENTRO REFERENCIA  DST/AIDS,UNIDADES DST/AIDS
-23.550525,-46.627859,"FREDERICO ALVARENGA,R,259,5A",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.546303,-46.639767,"CRISPINIANO,CONS,20",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.491071,-46.694334,"ITABERABA,AV,1210",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.532091,-46.685171,"COTOXO,R,664",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.496401,-46.440474,"ANTONIO GAMA DE CERQUEIRA,PROF,R,347",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.551769,-46.598449,"CIRO PONTES,PCA,S/N",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.64769,-46.702149,"ADOLFO PINHEIRO,AV,581",CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,AMBULATORIOS ESPECIALIZADOS
-23.556159,-46.625264,"LEOPOLDO MIGUEZ,R,327",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.569042,-46.650104,"LUIS ANTONIO,AV,BRIG,2533",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.527014,-46.671807,"FRANCISCO MATARAZZO,AV, 989",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.532293,-46.448426,"AUGUSTO CARLOS BAUMANN,R,623",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.5803,-46.640709,"CUBATAO,R,1043",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.551303,-46.677191,"OSCAR FREIRE,R,2396",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.538846,-46.661309,"BROTERO,CONS,1486",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.583218,-46.605856,"PATRIOTAS,DOS,R,598",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.498158,-46.451596,"ESTANISLAU DE MIRANDA,R,18",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.530761,-46.663768,"FRANCISCO MATARAZZO,AV,74",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.580562,-46.589796,"CHAMANTA,R,1351",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.531102,-46.598841,"JEQUITINHONHA,R,444",CLINICA ESPECIALIZADA,AMBULATORIOS ESPECIALIZADOS
-23.593841,-46.633577,"SAO SAMUEL,R,70",CLINICA ODONTOLOGICA,AMBULATORIOS ESPECIALIZADOS
-23.566803,-46.73775,"LINEU PRESTES,PROF,AV,2227",CLINICA ODONTOLOGICA,AMBULATORIOS ESPECIALIZADOS
-23.556522,-46.669874,"ENEAS DE CARVALHO AGUIAR,155, 1´?¢ A",EMOCENTRO,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.472919,-46.684432,"RUI MORAES DO APOCALIPSE,R,2",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.491742,-46.388369,"MARECHAL TITO,AV,6035",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.666232,-46.736069,"PHILIPE DE VITRY,R,280",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
